location,timestamp,pm25,temperature,humidity,pm25_scaled,temperature_scaled,humidity_scaled,date,hour,pm25_roll_avg_3,temperature_roll_avg_3,pm25_lag_1,temperature_lag_1,pm25_rate_of_change,temperature_rate_of_change
NewDelhi-8118,2025-01-01 07:00:00+00:00,182.0,13.2,78.3,0.8867392885108428,-0.9036151870834598,1.162426325502697,2025-01-01,7,186.0,16.0,188.0,17.4,-6.0,-4.199999999999999
NewDelhi-8118,2025-01-01 07:30:00+00:00,176.0,14.9,49.6,0.8066133976148188,-0.6913942323398117,-0.721007246179856,2025-01-01,7,182.0,15.166666666666666,182.0,13.2,-6.0,1.700000000000001
NewDelhi-8118,2025-01-01 08:00:00+00:00,176.0,24.9,49.6,0.8066133976148188,0.5569643249757643,-0.721007246179856,2025-01-01,8,178.0,17.666666666666668,176.0,14.9,0.0,9.999999999999998
NewDelhi-8118,2025-01-01 09:00:00+00:00,176.0,14.9,32.8,0.8066133976148188,-0.6913942323398117,-1.8235049466769606,2025-01-01,9,176.0,18.23333333333333,176.0,24.9,0.0,-9.999999999999998
NewDelhi-8118,2025-01-01 09:30:00+00:00,,24.9,100.0,,0.5569643249757643,2.586485855311457,2025-01-01,9,176.0,21.566666666666663,176.0,14.9,,9.999999999999998
NewDelhi-8118,2025-01-01 10:00:00+00:00,,32.0,57.8,,1.4432989006698236,-0.18288336855626963,2025-01-01,10,176.0,23.933333333333334,,24.9,,7.100000000000001
NewDelhi-8118,2025-01-01 10:30:00+00:00,,20.75,100.0,,0.03889552368980031,2.586485855311457,2025-01-01,10,,25.883333333333336,,32.0,,-11.25
NewDelhi-8118,2025-01-01 11:00:00+00:00,,9.5,37.0,,-1.365507853290223,-1.5478805215526843,2025-01-01,11,,20.75,,20.75,,-11.25
NewDelhi-8118,2025-01-01 11:30:00+00:00,,12.9,100.0,,-0.941065943802927,2.586485855311457,2025-01-01,11,,14.383333333333333,,9.5,,3.4000000000000004
NewDelhi-8118,2025-01-01 12:00:00+00:00,,16.3,66.6,,-0.516624034315631,0.3946154269422134,2025-01-01,12,,12.9,,12.9,,3.4000000000000004
NewDelhi-8118,2025-01-01 12:30:00+00:00,206.0,11.0,100.0,1.2072428520949392,-1.1782540696928865,2.586485855311457,2025-01-01,12,206.0,13.4,,16.3,,-5.300000000000001
NewDelhi-8118,2025-01-01 13:00:00+00:00,206.0,5.7,39.3,1.2072428520949392,-1.839884105070142,-1.396943336365581,2025-01-01,13,206.0,11.000000000000002,206.0,11.0,0.0,-5.3
NewDelhi-8118,2025-01-01 13:30:00+00:00,206.0,14.049999999999999,65.8,1.2072428520949392,-0.7975047097116359,0.3421155364423515,2025-01-01,13,206.0,10.25,206.0,5.7,0.0,8.349999999999998
NewDelhi-8118,2025-01-01 14:00:00+00:00,201.0,22.4,65.8,1.1404712763482525,0.2448746856468702,0.3421155364423515,2025-01-01,14,204.33333333333334,14.049999999999999,206.0,14.049999999999999,-5.0,8.35
NewDelhi-8118,2025-01-01 14:30:00+00:00,196.0,25.65,53.2,1.0736997006015656,0.6505912167744324,-0.4847577389304764,2025-01-01,14,201.0,20.7,201.0,22.4,-5.0,3.25
NewDelhi-8118,2025-01-01 15:00:00+00:00,203.5,28.9,40.6,1.1738570642215957,1.0563077479019947,-1.3116310143033048,2025-01-01,15,200.16666666666666,25.649999999999995,196.0,25.65,7.5,3.25
NewDelhi-8118,2025-01-01 15:30:00+00:00,211.0,17.05,64.45,1.2740144278416259,-0.4229971425169628,0.2535219712238346,2025-01-01,15,203.5,23.866666666666664,203.5,28.9,7.5,-11.849999999999998
NewDelhi-8118,2025-01-01 16:00:00+00:00,212.0,5.2,88.3,1.2873687429909633,-1.9023020329359208,1.8186749567509735,2025-01-01,16,208.83333333333334,17.05,211.0,17.05,1.0,-11.850000000000001
NewDelhi-8118,2025-01-01 16:30:00+00:00,213.0,12.049999999999999,71.2,1.3007230581403006,-1.0471764211747512,0.6964897973164211,2025-01-01,16,212.0,11.433333333333332,212.0,5.2,1.0,6.849999999999999
NewDelhi-8118,2025-01-01 17:00:00+00:00,209.0,18.9,54.1,1.2473057975429511,-0.19205080941358146,-0.42569536211813164,2025-01-01,17,211.33333333333334,12.049999999999999,213.0,12.049999999999999,-4.0,6.85
NewDelhi-8118,2025-01-01 17:30:00+00:00,205.0,13.35,61.900000000000006,1.1938885369456018,-0.8848898087237261,0.08617857025552425,2025-01-01,17,209.0,14.766666666666666,209.0,18.9,-4.0,-5.549999999999999
NewDelhi-8118,2025-01-01 18:00:00+00:00,202.5,7.8,69.7,1.1605027490722584,-1.5777288080338707,0.5980525026291796,2025-01-01,18,205.5,13.350000000000001,205.0,13.35,-2.5,-5.55
NewDelhi-8118,2025-01-01 18:30:00+00:00,200.0,20.9,55.650000000000006,1.1271169611989151,0.057620902049533775,-0.3239768242746485,2025-01-01,18,202.5,14.016666666666666,202.5,7.8,-2.5,13.099999999999998
NewDelhi-8118,2025-01-01 19:00:00+00:00,181.5,34.0,41.6,0.8800621309361741,1.6929706121329389,-1.2460061511784772,2025-01-01,19,194.66666666666666,20.9,200.0,20.9,-18.5,13.100000000000001
NewDelhi-8118,2025-01-01 19:30:00+00:00,163.0,33.2,39.5,0.6330073006734332,1.593101927547693,-1.3838183637406152,2025-01-01,19,181.5,29.366666666666664,181.5,34.0,-18.5,-0.7999999999999972
NewDelhi-8118,2025-01-01 20:00:00+00:00,160.5,32.4,37.4,0.5996215128000899,1.4932332429624464,-1.5216305763027533,2025-01-01,20,168.33333333333334,33.199999999999996,163.0,33.2,-2.5,-0.8000000000000043
NewDelhi-8118,2025-01-01 20:30:00+00:00,158.0,29.65,45.7,0.5662357249267466,1.149934639700663,-0.9769442123666837,2025-01-01,20,160.5,31.75,160.5,32.4,-2.5,-2.75
NewDelhi-8118,2025-01-01 21:00:00+00:00,165.5,26.9,54.0,0.6663930885467766,0.8066360364388795,-0.4322578484306145,2025-01-01,21,161.33333333333334,29.649999999999995,158.0,29.65,7.5,-2.75
NewDelhi-8118,2025-01-01 21:30:00+00:00,173.0,28.4,50.55,0.7665504521668067,0.993889820036216,-0.6586636262112701,2025-01-01,21,165.5,28.316666666666663,165.5,26.9,7.5,1.5
NewDelhi-8118,2025-01-01 22:00:00+00:00,173.0,29.9,47.1,0.7665504521668067,1.1811436036335523,-0.8850694039919251,2025-01-01,22,170.5,28.399999999999995,173.0,28.4,0.0,1.5
NewDelhi-8118,2025-01-01 22:30:00+00:00,173.0,31.95,42.650000000000006,0.7665504521668067,1.4370571078832455,-1.1771000448974078,2025-01-01,22,173.0,30.083333333333332,173.0,29.9,0.0,2.0500000000000007
NewDelhi-8118,2025-01-01 23:00:00+00:00,174.5,34.0,38.2,0.7865819248908127,1.6929706121329389,-1.469130685802891,2025-01-01,23,173.5,31.95,173.0,31.95,1.5,2.0500000000000007
NewDelhi-8118,2025-01-01 23:30:00+00:00,176.0,33.85,56.75,0.8066133976148188,1.6742452337732052,-0.2517894748373385,2025-01-01,23,174.5,33.266666666666666,174.5,34.0,1.5,-0.14999999999999858
NewDelhi-8118,2025-01-02 00:00:00+00:00,175.0,33.7,75.3,0.7932590824654814,1.6555198554134718,0.9655517361282141,2025-01-02,0,175.16666666666666,33.85,176.0,33.85,-1.0,-0.14999999999999858
NewDelhi-8118,2025-01-02 00:30:00+00:00,174.0,31.400000000000002,74.75,0.7799047673161441,1.3683973872308892,0.9294580614095591,2025-01-02,0,175.0,32.98333333333334,175.0,33.7,-1.0,-2.3000000000000007
NewDelhi-8118,2025-01-02 01:00:00+00:00,163.5,29.1,74.2,0.6396844582481019,1.0812749190483066,0.893364386690904,2025-01-02,1,170.83333333333334,31.400000000000006,174.0,31.400000000000002,-10.5,-2.3000000000000007
NewDelhi-8118,2025-01-02 01:30:00+00:00,153.0,28.700000000000003,53.85,0.49946414918005977,1.0313405767556838,-0.4421015778993385,2025-01-02,1,163.5,29.733333333333338,163.5,29.1,-10.5,-0.3999999999999986
NewDelhi-8118,2025-01-02 02:00:00+00:00,146.5,28.3,33.5,0.412661100709367,0.9814062344630604,-1.7775675424895812,2025-01-02,2,154.33333333333334,28.700000000000003,153.0,28.700000000000003,-6.5,-0.40000000000000213
NewDelhi-8118,2025-01-02 02:30:00+00:00,140.0,26.8,43.55,0.32585805223867426,0.7941524508657241,-1.1180376680850634,2025-01-02,2,146.5,27.933333333333337,146.5,28.3,-6.5,-1.5
NewDelhi-8118,2025-01-02 03:00:00+00:00,153.5,25.3,53.6,0.5061413067547285,0.6068986672683876,-0.45850779368054545,2025-01-02,3,146.66666666666666,26.8,140.0,26.8,13.5,-1.5
NewDelhi-8118,2025-01-02 03:30:00+00:00,167.0,17.0,70.0,0.6864245612707827,-0.4292389353035408,0.6177399615666278,2025-01-02,3,153.5,23.033333333333335,153.5,25.3,13.5,-8.3
NewDelhi-8118,2025-01-02 04:00:00+00:00,185.5,8.7,86.4,0.9334793915335236,-1.465376537875469,1.6939877168138016,2025-01-02,4,168.66666666666666,17.000000000000004,167.0,17.0,18.5,-8.3
NewDelhi-8118,2025-01-02 04:30:00+00:00,204.0,7.85,72.6,1.1805342217962644,-1.571487015247293,0.7883646056911793,2025-01-02,4,185.5,11.183333333333335,185.5,8.7,18.5,-0.8499999999999996
NewDelhi-8118,2025-01-02 05:00:00+00:00,204.0,7.0,58.8,1.1805342217962644,-1.677597492619117,-0.11725850543144199,2025-01-02,5,197.83333333333334,7.850000000000001,204.0,7.85,0.0,-0.8499999999999996
NewDelhi-8118,2025-01-02 05:30:00+00:00,204.0,18.75,51.25,1.1805342217962644,-0.21077618777331494,-0.6127262220238905,2025-01-02,5,204.0,11.200000000000003,204.0,7.0,0.0,11.75
NewDelhi-8118,2025-01-02 06:00:00+00:00,206.5,30.5,43.7,1.213920009669608,1.2560451170724871,-1.108193938616339,2025-01-02,6,204.83333333333334,18.75,204.0,18.75,2.5,11.75
NewDelhi-8118,2025-01-02 06:30:00+00:00,209.0,27.85,45.5,1.2473057975429511,0.9252300993838596,-0.9900691849916494,2025-01-02,6,206.5,25.700000000000003,206.5,30.5,2.5,-2.6499999999999986
NewDelhi-8118,2025-01-02 07:00:00+00:00,194.0,25.2,47.3,1.046991070302891,0.5944150816952316,-0.8719444313669599,2025-01-02,7,203.16666666666666,27.850000000000005,209.0,27.85,-15.0,-2.650000000000002
NewDelhi-8118,2025-01-02 07:30:00+00:00,179.0,25.6,44.099999999999994,0.8466763430628308,0.644349423987855,-1.0819439933664086,2025-01-02,7,194.0,26.21666666666667,194.0,25.2,-15.0,0.40000000000000213
NewDelhi-8118,2025-01-02 08:00:00+00:00,184.5,26.0,40.9,0.9201250763841862,0.6942837662804778,-1.2919435553658567,2025-01-02,8,185.83333333333334,25.600000000000005,179.0,25.6,5.5,0.3999999999999986
NewDelhi-8118,2025-01-02 08:30:00+00:00,190.0,18.95,59.0,0.9935738097055417,-0.1858090166270035,-0.10413353280647628,2025-01-02,8,184.5,23.516666666666666,184.5,26.0,5.5,-7.050000000000001
NewDelhi-8118,2025-01-02 09:00:00+00:00,201.5,11.9,77.1,1.1471484339229212,-1.0659017995344846,1.0836764897529036,2025-01-02,9,192.0,18.950000000000003,190.0,18.95,11.5,-7.049999999999999
NewDelhi-8118,2025-01-02 09:30:00+00:00,213.0,19.2,80.9,1.3007230581403006,-0.1546000526941141,1.3330509696272494,2025-01-02,9,201.5,16.683333333333334,201.5,11.9,11.5,7.299999999999999
NewDelhi-8118,2025-01-02 10:00:00+00:00,215.0,26.5,84.7,1.3274316884389752,0.7567016941462567,1.5824254495015944,2025-01-02,10,209.83333333333334,19.2,213.0,19.2,2.0,7.300000000000001
NewDelhi-8118,2025-01-02 10:30:00+00:00,217.0,19.1,76.9,1.35414031873765,-0.16708363826726957,1.070551517127939,2025-01-02,10,215.0,21.600000000000005,215.0,26.5,2.0,-7.399999999999999
NewDelhi-8118,2025-01-02 11:00:00+00:00,204.0,11.7,69.1,1.1805342217962644,-1.0908689706807964,0.5586775847542825,2025-01-02,11,212.0,19.099999999999998,217.0,19.1,-13.0,-7.400000000000002
NewDelhi-8118,2025-01-02 11:30:00+00:00,191.0,13.5,67.1,1.006928124854879,-0.8661644303639925,0.4274278585046272,2025-01-02,11,204.0,14.766666666666666,204.0,11.7,-13.0,1.8000000000000007
NewDelhi-8118,2025-01-02 12:00:00+00:00,194.5,15.3,65.1,1.0536682278775598,-0.6414598900471886,0.29617813225497197,2025-01-02,12,196.5,13.5,191.0,13.5,3.5,1.8000000000000007
NewDelhi-8118,2025-01-02 12:30:00+00:00,198.0,19.25,64.0,1.1004083309002404,-0.14835825990753612,0.2239907828176619,2025-01-02,12,194.5,16.016666666666666,194.5,15.3,3.5,3.9499999999999993
NewDelhi-8118,2025-01-02 13:00:00+00:00,207.5,23.2,62.9,1.2272743248189453,0.3447433702321164,0.15180343338035143,2025-01-02,13,200.0,19.25,198.0,19.25,9.5,3.9499999999999993
NewDelhi-8118,2025-01-02 13:30:00+00:00,217.0,15.149999999999999,64.8,1.35414031873765,-0.6601852684069226,0.27649067331752386,2025-01-02,13,207.5,19.2,207.5,23.2,9.5,-8.05
NewDelhi-8118,2025-01-02 14:00:00+00:00,239.5,7.1,66.7,1.6546124095977404,-1.6651139070459613,0.40117791325469676,2025-01-02,14,221.33333333333334,15.149999999999999,217.0,15.149999999999999,22.5,-8.049999999999999
NewDelhi-8118,2025-01-02 14:30:00+00:00,262.0,21.0,69.0,1.9550845004578306,0.07010448762268971,0.5521150984418002,2025-01-02,14,239.5,14.416666666666666,239.5,7.1,22.5,13.9
NewDelhi-8118,2025-01-02 15:00:00+00:00,285.0,34.9,71.3,2.2622337488925894,1.8053228822913405,0.7030522836289035,2025-01-02,15,262.1666666666667,21.0,262.0,21.0,23.0,13.899999999999999
NewDelhi-8118,2025-01-02 15:30:00+00:00,308.0,24.299999999999997,61.65,2.5693829973273483,0.4820628115368295,0.06977235447431687,2025-01-02,15,285.0,26.73333333333333,285.0,34.9,23.0,-10.600000000000001
NewDelhi-8118,2025-01-02 16:00:00+00:00,299.5,13.7,52.0,2.455871318557981,-0.841197259217681,-0.5635075746802698,2025-01-02,16,297.5,24.299999999999997,308.0,24.299999999999997,-8.5,-10.599999999999998
NewDelhi-8118,2025-01-02 16:30:00+00:00,291.0,21.7,44.8,2.3423596397886137,0.15748958663477997,-1.0360065891790289,2025-01-02,16,299.5,19.9,299.5,13.7,-8.5,8.0
NewDelhi-8118,2025-01-02 17:00:00+00:00,250.5,29.7,37.6,1.8015098762404511,1.156176432487241,-1.5085056036777877,2025-01-02,17,280.3333333333333,21.7,291.0,21.7,-40.5,8.0
NewDelhi-8118,2025-01-02 17:30:00+00:00,210.0,21.7,46.0,1.2606601126922885,0.15748958663477997,-0.9572567534292357,2025-01-02,17,250.5,24.366666666666664,250.5,29.7,-40.5,-8.0
NewDelhi-8118,2025-01-02 18:00:00+00:00,209.0,13.7,54.4,1.2473057975429511,-0.841197259217681,-0.4060079031806835,2025-01-02,18,223.16666666666666,21.7,210.0,21.7,-1.0,-8.0
NewDelhi-8118,2025-01-02 18:30:00+00:00,208.0,23.049999999999997,57.05,1.2339514823936137,0.3260179918723825,-0.23210201589989038,2025-01-02,18,209.0,19.48333333333333,209.0,13.7,-1.0,9.349999999999998
NewDelhi-8118,2025-01-02 19:00:00+00:00,209.0,32.4,59.7,1.2473057975429511,1.4932332429624464,-0.058196128619096746,2025-01-02,19,208.66666666666666,23.05,208.0,23.049999999999997,1.0,9.350000000000001
NewDelhi-8118,2025-01-02 19:30:00+00:00,210.0,24.2,59.2,1.2606601126922885,0.469579225963674,-0.09100856018151057,2025-01-02,19,209.0,26.549999999999997,209.0,32.4,1.0,-8.2
NewDelhi-8118,2025-01-02 20:00:00+00:00,211.5,16.0,58.7,1.2806915854162946,-0.5540747910350984,-0.12382099174392439,2025-01-02,20,210.16666666666666,24.2,210.0,24.2,1.5,-8.2
NewDelhi-8118,2025-01-02 20:30:00+00:00,213.0,13.5,73.65,1.3007230581403006,-0.8661644303639925,0.857270711972249,2025-01-02,20,211.5,17.900000000000002,211.5,16.0,1.5,-2.5
NewDelhi-8118,2025-01-02 21:00:00+00:00,212.0,11.0,88.6,1.2873687429909633,-1.1782540696928865,1.8383624156884215,2025-01-02,21,212.16666666666666,13.500000000000002,213.0,13.5,-1.0,-2.5
NewDelhi-8118,2025-01-02 21:30:00+00:00,211.0,15.2,77.9,1.2740144278416259,-0.6539434756203446,1.1361763802527665,2025-01-02,21,212.0,13.233333333333334,212.0,11.0,-1.0,4.199999999999999
NewDelhi-8118,2025-01-02 22:00:00+00:00,205.5,19.4,67.2,1.2005656945202705,-0.12963288154780267,0.4339903448171106,2025-01-02,22,209.5,15.200000000000003,211.0,15.2,-5.5,4.199999999999999
NewDelhi-8118,2025-01-02 22:30:00+00:00,200.0,25.849999999999998,74.55000000000001,1.1271169611989151,0.675558387920744,0.9163330887845943,2025-01-02,22,205.5,20.150000000000002,205.5,19.4,-5.5,6.449999999999999
NewDelhi-8118,2025-01-02 23:00:00+00:00,210.0,32.3,81.9,1.2606601126922885,1.4807496573892904,1.398675832752077,2025-01-02,23,205.16666666666666,25.849999999999998,200.0,25.849999999999998,10.0,6.449999999999999
NewDelhi-8118,2025-01-02 23:30:00+00:00,220.0,32.3,60.4,1.394203264185662,1.4807496573892904,-0.012258724431717678,2025-01-02,23,210.0,30.150000000000002,210.0,32.3,10.0,0.0
NewDelhi-8118,2025-01-03 00:00:00+00:00,220.0,33.0,36.1,1.394203264185662,1.5681347564013812,-1.6069428983650291,2025-01-03,0,216.66666666666666,32.53333333333333,220.0,32.3,0.0,0.7000000000000028
NewDelhi-8118,2025-01-03 01:00:00+00:00,211.5,18.0,60.4,1.2806915854162946,-0.30440307957198315,-0.012258724431717678,2025-01-03,1,217.16666666666666,27.76666666666667,220.0,33.0,-8.5,-15.0
NewDelhi-8118,2025-01-03 02:00:00+00:00,203.0,5.9,55.7,1.167179906646927,-1.8149169339238302,-0.3206955811184073,2025-01-03,2,211.5,18.96666666666667,211.5,18.0,-8.5,-12.1
NewDelhi-8118,2025-01-03 02:30:00+00:00,203.0,13.3,60.4,1.167179906646927,-0.8911316015103039,-0.012258724431717678,2025-01-03,2,205.83333333333334,12.400000000000004,203.0,5.9,0.0,7.4
NewDelhi-8118,2025-01-03 03:00:00+00:00,191.5,13.3,84.3,1.0136052824295476,-0.8911316015103039,1.556175504251663,2025-01-03,3,199.16666666666666,10.833333333333336,203.0,13.3,-11.5,0.0
NewDelhi-8118,2025-01-03 03:30:00+00:00,180.0,21.9,71.35,0.8600306582121682,0.18245675778109138,0.7063335267851447,2025-01-03,3,191.5,16.166666666666668,191.5,13.3,-11.5,8.599999999999998
NewDelhi-8118,2025-01-03 04:00:00+00:00,195.0,30.5,58.4,1.0603453854522285,1.2560451170724871,-0.14350845068137297,2025-01-03,4,188.83333333333334,21.900000000000002,180.0,21.9,15.0,8.600000000000001
NewDelhi-8118,2025-01-03 04:30:00+00:00,210.0,29.6,69.5,1.2606601126922885,1.1436928469140855,0.5849275300042139,2025-01-03,4,195.0,27.333333333333332,195.0,30.5,15.0,-0.8999999999999986
NewDelhi-8118,2025-01-03 05:00:00+00:00,234.0,28.7,80.6,1.5811636762763848,1.0313405767556834,1.3133635106898003,2025-01-03,5,213.0,29.600000000000005,210.0,29.6,24.0,-0.9000000000000021
NewDelhi-8118,2025-01-03 05:30:00+00:00,258.0,29.65,73.9,1.9016672398604813,1.149934639700663,0.873676927753456,2025-01-03,5,234.0,29.316666666666666,234.0,28.7,24.0,0.9499999999999993
NewDelhi-8118,2025-01-03 06:00:00+00:00,303.5,30.6,67.2,2.5092885791553305,1.268528702645643,0.4339903448171106,2025-01-03,6,265.1666666666667,29.650000000000002,258.0,29.65,45.5,0.9500000000000028
NewDelhi-8118,2025-01-03 06:30:00+00:00,349.0,17.900000000000002,64.35,3.1169099184501796,-0.31688666514513864,0.24695948491135122,2025-01-03,6,303.5,26.05,303.5,30.6,45.5,-12.7
NewDelhi-8118,2025-01-03 07:00:00+00:00,390.0,5.2,61.5,3.6644368395730114,-1.9023020329359208,0.059928625005592824,2025-01-03,7,347.5,17.900000000000006,349.0,17.900000000000002,41.0,-12.700000000000003
NewDelhi-8118,2025-01-03 07:30:00+00:00,431.0,11.6,59.25,4.211963760695842,-1.103352556253952,-0.08772731702526937,2025-01-03,7,390.0,11.56666666666667,390.0,5.2,41.0,6.3999999999999995
NewDelhi-8118,2025-01-03 08:00:00+00:00,406.5,18.0,57.0,3.8847830395370777,-0.30440307957198315,-0.23538325905613156,2025-01-03,8,409.1666666666667,11.600000000000003,431.0,11.6,-24.5,6.4
NewDelhi-8118,2025-01-03 08:30:00+00:00,382.0,14.9,68.25,3.5576023183783128,-0.6913942323398117,0.5028964510981794,2025-01-03,8,406.5,14.833333333333336,406.5,18.0,-24.5,-3.0999999999999996
NewDelhi-8118,2025-01-03 09:00:00+00:00,356.0,11.8,79.5,3.2103901244955413,-1.0783853851076404,1.2411761612524903,2025-01-03,9,381.5,14.900000000000004,382.0,14.9,-26.0,-3.0999999999999996
NewDelhi-8118,2025-01-03 09:30:00+00:00,330.0,19.4,80.8,2.8631779306127703,-0.12963288154780267,1.326488483314766,2025-01-03,9,356.0,15.366666666666669,356.0,11.8,-26.0,7.599999999999998
NewDelhi-8118,2025-01-03 10:00:00+00:00,304.0,27.0,82.1,2.5159657367299992,0.8191196220120355,1.411800805377042,2025-01-03,10,330.0,19.400000000000002,330.0,19.4,-26.0,7.600000000000001
NewDelhi-8118,2025-01-03 10:30:00+00:00,278.0,20.85,56.4,2.168753542847228,0.051379109262956246,-0.2747581769310282,2025-01-03,10,304.0,22.416666666666668,304.0,27.0,-26.0,-6.149999999999999
NewDelhi-8118,2025-01-03 11:00:00+00:00,243.0,14.7,30.7,1.701352512620421,-0.7163614034861234,-1.9613171592390986,2025-01-03,11,275.0,20.850000000000005,278.0,20.85,-35.0,-6.150000000000002
NewDelhi-8118,2025-01-03 11:30:00+00:00,208.0,14.399999999999999,58.5,1.2339514823936137,-0.7538121602055907,-0.1369459643688901,2025-01-03,11,243.0,16.650000000000002,243.0,14.7,-35.0,-0.3000000000000007
NewDelhi-8118,2025-01-03 12:00:00+00:00,210.5,14.1,86.3,1.2673372702669572,-0.7912629169250579,1.6874252305013182,2025-01-03,12,220.5,14.4,208.0,14.399999999999999,2.5,-0.29999999999999893
NewDelhi-8118,2025-01-03 12:30:00+00:00,213.0,22.2,84.6,1.3007230581403006,0.21990751450055876,1.575862963189111,2025-01-03,12,210.5,16.900000000000002,210.5,14.1,2.5,8.1
NewDelhi-8118,2025-01-03 13:00:00+00:00,225.0,30.3,82.9,1.4609748399323488,1.2310779459261756,1.4643006958769047,2025-01-03,13,216.16666666666666,22.200000000000003,213.0,22.2,12.0,8.100000000000001
NewDelhi-8118,2025-01-03 13:30:00+00:00,237.0,29.3,56.85,1.621226621724397,1.1062420901946182,-0.2452269885248556,2025-01-03,13,225.0,27.26666666666667,225.0,30.3,12.0,-1.0
NewDelhi-8118,2025-01-03 14:00:00+00:00,251.0,28.3,30.8,1.8081870338151198,0.9814062344630604,-1.9547546729266156,2025-01-03,14,237.66666666666666,29.3,237.0,29.3,14.0,-1.0
NewDelhi-8118,2025-01-03 14:30:00+00:00,265.0,25.65,43.75,1.9951474459058427,0.6505912167744324,-1.1049126954600978,2025-01-03,14,251.0,27.750000000000004,251.0,28.3,14.0,-2.650000000000002
NewDelhi-8118,2025-01-03 15:00:00+00:00,263.0,23.0,56.7,1.968438815607168,0.31977619908580496,-0.25507071799357967,2025-01-03,15,259.6666666666667,25.650000000000006,265.0,25.65,-2.0,-2.6499999999999986
NewDelhi-8118,2025-01-03 15:30:00+00:00,261.0,15.15,50.45,1.9417301853084932,-0.6601852684069224,-0.6652261125237524,2025-01-03,15,263.0,21.26666666666667,263.0,23.0,-2.0,-7.85
