datetime,location,lat,lon,pm25
2025-02-07T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,39.0
2025-02-07T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,27.0
2025-02-01T14:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,227.0
2025-04-21T22:30:00.000Z,New Delhi-8118,28.63576,77.22445,97.0
2025-02-13T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,29.0
2025-04-20T04:30:00.000Z,New Delhi-8118,28.63576,77.22445,56.0
2025-03-27T06:30:00.000Z,New Delhi-8118,28.63576,77.22445,37.0
2025-03-12T16:30:00.000Z,New Delhi-8118,28.63576,77.22445,70.0
2025-03-20T18:30:00.000Z,New Delhi-8118,28.63576,77.22445,70.0
2025-02-22T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,37.0
2025-04-08T15:30:00.000Z,New Delhi-8118,28.63576,77.22445,96.0
2025-01-14T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,150.0
2025-02-08T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,83.0
2025-03-23T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,106.0
2025-02-10T02:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,178.0
2025-02-14T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,107.0
2025-02-05T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,37.0
2025-01-10T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,207.0
2025-01-05T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,-999.0
2025-01-21T13:30:00.000Z,New Delhi-8118,28.63576,77.22445,124.0
2025-01-14T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,301.0
2025-04-15T22:30:00.000Z,New Delhi-8118,28.63576,77.22445,71.0
2025-01-26T06:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,83.0
2025-03-23T15:30:00.000Z,New Delhi-8118,28.63576,77.22445,62.0
2025-01-21T12:30:00.000Z,New Delhi-8118,28.63576,77.22445,100.0
2025-04-18T11:30:00.000Z,New Delhi-8118,28.63576,77.22445,65.0
2025-04-12T20:30:00.000Z,New Delhi-8118,28.63576,77.22445,36.0
2025-01-16T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,311.0
2025-03-18T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,165.0
2025-01-31T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,205.0
2025-02-24T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,114.0
2025-03-13T18:30:00.000Z,New Delhi-8118,28.63576,77.22445,61.0
2025-04-08T21:30:00.000Z,New Delhi-8118,28.63576,77.22445,102.0
2025-01-03T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,250.0
2025-01-07T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,-999.0
2025-02-25T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,111.0
2025-01-14T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,248.0
2025-03-25T17:30:00.000Z,New Delhi-8118,28.63576,77.22445,98.0
2025-01-27T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,60.0
2025-01-16T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,211.0
2025-04-05T11:30:00.000Z,New Delhi-8118,28.63576,77.22445,25.0
2025-03-24T05:30:00.000Z,New Delhi-8118,28.63576,77.22445,37.0
2025-01-14T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,165.0
2025-02-19T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,38.0
2025-03-05T04:30:00.000Z,New Delhi-8118,28.63576,77.22445,33.0
2025-03-19T09:30:00.000Z,New Delhi-8118,28.63576,77.22445,24.0
2025-01-11T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,157.0
2025-03-15T15:30:00.000Z,New Delhi-8118,28.63576,77.22445,27.0
2025-01-17T06:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,166.0
2025-02-26T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,123.0
2025-02-19T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,50.0
2025-01-01T04:30:00.000Z,New Delhi-8118,28.63576,77.22445,170.0
2025-01-22T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,56.0
2025-02-05T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,134.0
2025-01-28T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,70.0
2025-02-26T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,96.0
2025-03-28T00:30:00.000Z,New Delhi-8118,28.63576,77.22445,44.0
2025-02-27T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,39.0
2025-01-23T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,113.0
2025-03-17T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,94.0
2025-01-07T02:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,-999.0
2025-01-30T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,118.0
2025-02-22T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,65.0
2025-02-23T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,85.0
2025-02-26T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,115.0
2025-04-14T17:30:00.000Z,New Delhi-8118,28.63576,77.22445,62.0
2025-03-07T12:30:00.000Z,New Delhi-8118,28.63576,77.22445,25.0
2025-01-25T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,69.0
2025-04-05T20:30:00.000Z,New Delhi-8118,28.63576,77.22445,107.0
2025-01-14T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,362.0
2025-01-19T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,257.0
2025-04-08T11:30:00.000Z,New Delhi-8118,28.63576,77.22445,56.0
2025-02-01T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,165.0
2025-01-12T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,129.0
2025-03-04T05:30:00.000Z,New Delhi-8118,28.63576,77.22445,58.0
2025-04-05T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,174.0
2025-01-13T09:30:00.000Z,New Delhi-8118,28.63576,77.22445,114.0
2025-03-12T12:30:00.000Z,New Delhi-8118,28.63576,77.22445,37.0
2025-04-18T21:30:00.000Z,New Delhi-8118,28.63576,77.22445,31.0
2025-03-21T22:30:00.000Z,New Delhi-8118,28.63576,77.22445,108.0
2025-03-17T15:30:00.000Z,New Delhi-8118,28.63576,77.22445,40.0
2025-02-23T06:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,63.0
2025-03-09T12:30:00.000Z,New Delhi-8118,28.63576,77.22445,48.0
2025-04-09T08:30:00.000Z,New Delhi-8118,28.63576,77.22445,84.0
2025-02-14T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,91.0
2025-02-11T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,86.0
2025-01-13T11:30:00.000Z,New Delhi-8118,28.63576,77.22445,117.0
2025-03-21T02:30:00.000Z,New Delhi-8118,28.63576,77.22445,160.0
2025-02-22T06:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,69.0
2025-04-07T08:30:00.000Z,New Delhi-8118,28.63576,77.22445,45.0
2025-04-14T07:30:00.000Z,New Delhi-8118,28.63576,77.22445,56.0
2025-01-11T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,128.0
2025-02-28T19:30:00.000Z,New Delhi-8118,28.63576,77.22445,46.0
2025-03-07T19:30:00.000Z,New Delhi-8118,28.63576,77.22445,89.0
2025-04-13T09:30:00.000Z,New Delhi-8118,28.63576,77.22445,46.0
2025-01-02T01:30:00.000Z,New Delhi-8118,28.63576,77.22445,153.0
2024-12-31T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,187.0
2025-01-11T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,134.0
2025-02-20T14:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,56.0
2025-03-31T01:30:00.000Z,New Delhi-8118,28.63576,77.22445,163.0
2025-01-21T18:30:00.000Z,New Delhi-8118,28.63576,77.22445,160.0
2025-01-08T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,80.0
2025-02-17T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,60.0
2025-02-05T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,129.0
2025-02-14T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,64.0
2025-02-01T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,320.0
2025-01-17T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,128.0
2025-01-06T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,-999.0
2025-03-19T15:30:00.000Z,New Delhi-8118,28.63576,77.22445,50.0
2025-02-28T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,57.0
2025-03-22T09:30:00.000Z,New Delhi-8118,28.63576,77.22445,32.0
2025-04-17T12:30:00.000Z,New Delhi-8118,28.63576,77.22445,62.0
2025-02-16T02:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,255.0
2025-02-07T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,65.0
2025-01-12T02:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,127.0
2025-04-12T06:30:00.000Z,New Delhi-8118,28.63576,77.22445,67.0
2025-02-17T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,129.0
2025-01-22T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,78.0
2025-03-10T01:30:00.000Z,New Delhi-8118,28.63576,77.22445,105.0
2025-03-07T13:30:00.000Z,New Delhi-8118,28.63576,77.22445,31.0
2025-01-30T06:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,145.0
2025-02-22T14:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,56.0
2025-03-07T00:30:00.000Z,New Delhi-8118,28.63576,77.22445,124.0
2025-02-06T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,87.0
2025-01-27T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,70.0
2025-01-23T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,36.0
2025-02-13T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,62.0
2025-01-18T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,220.0
2025-03-12T01:30:00.000Z,New Delhi-8118,28.63576,77.22445,153.0
2025-02-15T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,56.0
2025-04-19T20:30:00.000Z,New Delhi-8118,28.63576,77.22445,36.0
2025-02-13T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,61.0
2025-01-11T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,187.0
2025-02-24T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,114.0
2025-01-30T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,160.0
2025-03-24T21:30:00.000Z,New Delhi-8118,28.63576,77.22445,120.0
2025-01-01T20:30:00.000Z,New Delhi-8118,28.63576,77.22445,158.0
2025-01-24T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,79.0
2025-01-19T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,369.0
2025-04-21T20:30:00.000Z,New Delhi-8118,28.63576,77.22445,85.0
2025-02-11T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,68.0
2025-02-06T10:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,34.0
2025-01-30T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,238.0
2025-03-06T05:30:00.000Z,New Delhi-8118,28.63576,77.22445,51.0
2025-04-02T06:30:00.000Z,New Delhi-8118,28.63576,77.22445,84.0
2025-01-03T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,149.0
2025-02-08T02:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,78.0
2025-02-01T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,227.0
2025-01-07T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,-999.0
2025-03-02T17:30:00.000Z,New Delhi-8118,28.63576,77.22445,61.0
2025-01-06T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,-999.0
2025-01-27T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,119.0
2025-01-19T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,211.0
2025-02-28T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,46.0
2025-01-17T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,157.0
2025-01-10T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,248.0
2025-01-01T15:30:00.000Z,New Delhi-8118,28.63576,77.22445,211.0
2025-04-08T05:30:00.000Z,New Delhi-8118,28.63576,77.22445,100.0
2025-03-14T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,16.0
2025-04-06T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,91.0
2025-02-22T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,31.0
2025-04-15T08:30:00.000Z,New Delhi-8118,28.63576,77.22445,36.0
2025-03-11T13:30:00.000Z,New Delhi-8118,28.63576,77.22445,64.0
2025-01-25T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,43.0
2025-03-08T08:30:00.000Z,New Delhi-8118,28.63576,77.22445,24.0
2025-01-17T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,125.0
2025-03-09T11:30:00.000Z,New Delhi-8118,28.63576,77.22445,41.0
2025-02-03T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,120.0
2025-01-12T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,144.0
2025-03-09T21:30:00.000Z,New Delhi-8118,28.63576,77.22445,94.0
2025-01-25T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,88.0
2025-02-12T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,67.0
2025-03-03T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,50.0
2025-03-11T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,163.0
2025-02-16T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,42.0
2025-02-23T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,-999.0
2025-01-09T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,192.0
2025-03-29T05:30:00.000Z,New Delhi-8118,28.63576,77.22445,49.0
2025-04-13T15:30:00.000Z,New Delhi-8118,28.63576,77.22445,78.0
2025-01-15T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,320.0
2025-01-10T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,273.0
2025-01-05T09:30:00.000Z,New Delhi-8118,28.63576,77.22445,-999.0
2025-01-17T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,118.0
2025-02-28T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,56.0
2025-01-25T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,93.0
2025-03-01T17:30:00.000Z,New Delhi-8118,28.63576,77.22445,74.0
2025-04-21T01:30:00.000Z,New Delhi-8118,28.63576,77.22445,86.0
2025-02-04T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,208.0
2025-01-08T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,260.0
2025-04-22T18:30:00.000Z,New Delhi-8118,28.63576,77.22445,98.0
2025-04-18T12:30:00.000Z,New Delhi-8118,28.63576,77.22445,63.0
2025-02-17T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,56.0
2025-01-19T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,296.0
2025-03-10T19:30:00.000Z,New Delhi-8118,28.63576,77.22445,123.0
2025-02-14T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,109.0
2025-04-10T18:30:00.000Z,New Delhi-8118,28.63576,77.22445,35.0
2025-02-21T14:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,96.0
2025-03-14T21:30:00.000Z,New Delhi-8118,28.63576,77.22445,23.0
2025-03-27T19:30:00.000Z,New Delhi-8118,28.63576,77.22445,72.0
2025-02-10T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,165.0
2025-01-16T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,101.0
2025-02-10T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,150.0
2025-04-09T13:30:00.000Z,New Delhi-8118,28.63576,77.22445,83.0
2025-03-25T14:30:00.000Z,New Delhi-8118,28.63576,77.22445,52.0
2025-04-04T09:30:00.000Z,New Delhi-8118,28.63576,77.22445,27.0
2025-01-13T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,121.0
2025-01-13T06:30:00.000Z,New Delhi-8118,28.63576,77.22445,97.0
2025-03-17T16:30:00.000Z,New Delhi-8118,28.63576,77.22445,45.0
2025-02-28T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,47.0
2025-01-24T21:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,90.0
2025-02-15T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,102.0
2025-03-06T16:30:00.000Z,New Delhi-8118,28.63576,77.22445,61.0
2025-01-08T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,-999.0
2025-02-21T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,92.0
2025-04-07T00:30:00.000Z,New Delhi-8118,28.63576,77.22445,97.0
2025-01-01T10:30:00.000Z,New Delhi-8118,28.63576,77.22445,202.0
2025-04-23T02:30:00.000Z,New Delhi-8118,28.63576,77.22445,111.0
2025-04-24T13:30:00.000Z,New Delhi-8118,28.63576,77.22445,42.0
2025-03-10T06:30:00.000Z,New Delhi-8118,28.63576,77.22445,80.0
2025-03-02T05:30:00.000Z,New Delhi-8118,28.63576,77.22445,56.0
2025-03-25T16:30:00.000Z,New Delhi-8118,28.63576,77.22445,82.0
2025-03-16T10:30:00.000Z,New Delhi-8118,28.63576,77.22445,20.0
2025-03-19T04:30:00.000Z,New Delhi-8118,28.63576,77.22445,72.0
2025-03-10T07:30:00.000Z,New Delhi-8118,28.63576,77.22445,74.0
2025-04-14T18:30:00.000Z,New Delhi-8118,28.63576,77.22445,58.0
2025-03-31T16:30:00.000Z,New Delhi-8118,28.63576,77.22445,50.0
2025-02-10T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,61.0
2025-02-09T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,194.0
2025-01-12T23:30:00.000Z,New Delhi-8118,28.63576,77.22445,108.0
2025-01-29T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,134.0
2025-02-04T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,126.0
2025-03-24T08:30:00.000Z,New Delhi-8118,28.63576,77.22445,49.0
2025-03-21T18:30:00.000Z,New Delhi-8118,28.63576,77.22445,54.0
2025-04-01T04:30:00.000Z,New Delhi-8118,28.63576,77.22445,117.0
2025-04-23T10:30:00.000Z,New Delhi-8118,28.63576,77.22445,54.0
2025-01-11T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,226.0
2025-01-13T07:30:00.000Z,New Delhi-8118,28.63576,77.22445,110.0
2025-04-03T19:30:00.000Z,New Delhi-8118,28.63576,77.22445,62.0
2025-03-10T20:30:00.000Z,New Delhi-8118,28.63576,77.22445,118.0
2025-02-24T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,135.0
2025-01-07T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,-999.0
2025-03-18T06:30:00.000Z,New Delhi-8118,28.63576,77.22445,53.0
2025-03-09T09:30:00.000Z,New Delhi-8118,28.63576,77.22445,45.0
2025-01-27T10:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,64.0
2025-01-10T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,283.0
2025-03-08T11:30:00.000Z,New Delhi-8118,28.63576,77.22445,27.0
2025-01-22T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,189.0
2025-03-26T17:30:00.000Z,New Delhi-8118,28.63576,77.22445,71.0
2025-01-01T05:30:00.000Z,New Delhi-8118,28.63576,77.22445,193.0
2025-01-24T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,67.0
2025-04-03T16:30:00.000Z,New Delhi-8118,28.63576,77.22445,52.0
2025-02-27T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,134.0
2025-03-01T20:30:00.000Z,New Delhi-8118,28.63576,77.22445,72.0
2025-03-03T11:30:00.000Z,New Delhi-8118,28.63576,77.22445,37.0
2025-03-13T13:30:00.000Z,New Delhi-8118,28.63576,77.22445,75.0
2025-04-18T01:30:00.000Z,New Delhi-8118,28.63576,77.22445,60.0
2025-01-08T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,28.63576,77.22445,195.0
